ID;Customer_Subtype;Number_of_houses;Avg_size_household;Avg_age;Customer_main_type;Roman_catholic;Protestant;Other_religion;No_religion;Married;Living_together;Other_relation;Singles;Household_without_children;Household_with_children;High_level_education;Medium_level_education;Lower_level_education;High_status;Entrepreneur;Farmer;Middle_management;Skilled_labourers;Unskilled_labourers;Social_class_A;Social_class_B1;Social_class_B2;Social_class_C;Social_class_D;Rented_house;Home_owners;One_car;Two_cars;No_car;National_Health_Service;Private_health_insurance;Income_LT_30000;Income_30_45000;Income_45_75000;Income_75_122000;Income_GT123000;Average_income;Purchasing_power_class;Contribution_private_third_party_insurance;Contribution_third_party_insurance_firms;Contribution_third_party_insurane_agriculture;Contribution_car_policies;Contribution_delivery_van_policies;Contribution_motorcycle_scooter_policies;Contribution_lorry_policies;Contribution_trailer_policies;Contribution_tractor_policies;Contribution_agricultural_machines_policies;Contribution_moped_policies;Contribution_life_insurances;Contribution_private_accident_insurance_policies;Contribution_family_accidents_insurance_policies;Contribution_disability_insurance_policies;Contribution_fire_policies;Contribution_surfboard_policies;Contribution_boat_policies;Contribution_bicycle_policies;Contribution_property_insurance_policies;Contribution_social_security_insurance_policies;Number_of_private_third_party_insurance;Number_of_third_party_insurance_firms;Number_of_third_party_insurane_agriculture;Number_of_car_policies;Number_of_delivery_van_policies;Number_of_motorcycle_scooter_policies;Number_of_lorry_policies;Number_of_trailer_policies;Number_of_tractor_policies;Number_of_agricultural_machines_policies;Number_of_moped_policies;Number_of_life_insurances;Number_of_private_accident_insurance_policies;Number_of_family_accidents_insurance_policies;Number_of_disability_insurance_policies;Number_of_fire_policies;Number_of_surfboard_policies;Number_of_boat_policies;Number_of_bicycle_policies;Number_of_property_insurance_policies;Number_of_social_security_insurance_policies;Number_of_mobile_home_policies_num
5113;Young all american family;1;2;30-40 years;Average Family;0 PCT;9;0;0;4;0;5;5;0;4;5;0;4;0;0;0;9;0;0;0;5;0;4;0;5;4;9;0;0;4;5;0;9;0;0;0;4;6;f 0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5114;Couples with teens 'Married with children';1;1;40-50 years;Family with grown ups;1 - 10 PCT;6;1;2;1;0;8;8;1;1;0;4;5;1;0;2;2;4;1;0;4;1;5;1;2;7;3;0;6;9;0;8;1;1;0;0;2;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5115;Modern complete families;1;3;30-40 years;Average Family;1 - 10 PCT;4;2;3;6;1;2;1;3;6;2;5;3;2;1;0;5;1;3;2;3;3;3;1;7;2;5;2;3;7;2;2;3;4;0;0;4;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5116;Lower class large families;1;2;50-60 years;Family with grown ups;0 PCT;5;0;5;9;0;0;0;9;0;0;0;9;5;0;0;0;5;0;0;0;5;4;0;5;5;9;0;0;9;0;5;5;0;0;0;2;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0
5117;Lower class large families;1;3;50-60 years;Family with grown ups;0 PCT;5;0;4;9;0;0;1;3;6;0;4;5;2;0;2;2;4;0;0;3;3;2;3;1;8;9;0;0;6;3;4;1;5;0;0;4;3;f 50 – 99;0;0;6;0;0;0;0;3;0;3;0;0;0;0;4;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0
5118;Mixed rurals;1;4;30-40 years;Farmers;1 - 10 PCT;5;1;3;6;1;3;0;3;6;0;2;7;4;0;2;2;0;3;0;2;6;2;0;2;7;6;1;2;6;3;0;0;9;0;0;5;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5119;Own home elderly;1;1;60-70 years;Cruising Seniors;0 PCT;4;2;4;3;0;6;6;2;1;1;1;7;0;0;2;2;4;2;0;1;4;5;0;8;1;3;0;6;9;0;2;5;2;1;0;4;1;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5120;Own home elderly;1;2;50-60 years;Cruising Seniors;0 PCT;7;0;2;4;0;5;4;5;1;1;3;5;2;0;0;4;1;3;1;3;2;2;3;8;1;2;1;7;8;1;4;4;2;0;0;3;1;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5121;Affluent young families;1;3;30-40 years;Average Family;0 PCT;4;0;5;9;0;0;0;2;7;3;3;4;3;0;0;3;3;2;3;3;0;4;0;9;0;9;0;0;6;3;0;6;2;2;0;4;7;f 50 – 99;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5122;Traditional families;1;3;30-40 years;Conservative families;0 PCT;6;3;0;9;0;0;0;4;5;2;4;4;2;2;0;4;2;1;2;3;2;4;0;9;0;7;0;2;6;3;2;5;3;0;0;3;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5123;Village families;1;2;40-50 years;Family with grown ups;0 PCT;4;4;2;7;2;1;1;7;2;0;3;6;1;0;2;4;1;4;1;1;4;4;2;7;2;8;1;1;7;2;5;3;2;0;0;3;5;f 50 – 99;0;0;5;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0
5124;Stable family;1;4;30-40 years;Average Family;11 - 23 PCT;0;2;5;9;0;0;0;3;6;2;4;4;2;0;0;3;5;0;2;0;3;5;0;0;9;9;0;0;7;2;0;5;4;0;0;4;8;f 50 – 99;0;0;5;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0
5125;Modern complete families;2;3;30-40 years;Average Family;0 PCT;3;0;6;5;2;4;3;2;5;0;5;4;2;0;2;3;2;2;2;1;3;3;2;5;4;7;2;0;5;4;2;5;2;2;0;4;4;f 0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5126;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;2;3;5;6;3;0;0;3;6;0;1;8;0;0;0;1;6;3;0;1;1;8;0;3;6;6;3;0;9;0;3;5;2;1;0;3;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5127;Modern complete families;2;3;30-40 years;Average Family;0 PCT;3;0;6;5;2;4;3;2;5;0;5;4;2;0;2;3;2;2;2;1;3;3;2;5;4;7;2;0;5;4;2;5;2;2;0;4;4;f 0;0;4;0;0;0;0;0;5;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
5128;Middle class families;1;3;40-50 years;Driven Growers;0 PCT;6;0;3;8;0;1;0;3;6;2;5;3;3;0;2;3;2;1;3;1;3;3;1;3;6;7;2;0;6;3;2;4;3;0;0;4;7;f 0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5129;Lower class large families;1;2;50-60 years;Family with grown ups;0 PCT;4;2;4;2;2;6;4;2;4;0;2;7;1;0;0;2;0;7;0;0;2;1;7;7;2;2;2;6;7;2;7;2;0;0;0;2;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5130;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;9;0;0;5;0;4;0;0;9;0;5;4;0;0;2;0;3;5;0;0;0;9;0;9;0;3;2;4;7;2;6;2;2;0;0;2;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5131;Large religous families;1;2;40-50 years;Conservative families;11 - 23 PCT;4;2;3;5;2;3;2;4;3;1;3;5;1;1;0;3;3;2;2;2;2;5;1;6;3;7;1;2;7;2;3;4;3;1;0;3;5;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5132;Large family farms;1;3;40-50 years;Farmers;0 PCT;3;0;6;9;0;0;0;4;5;2;0;7;2;0;5;0;2;0;2;1;5;3;0;2;7;7;2;0;7;2;4;2;4;0;0;3;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5133;High status seniors;1;3;40-50 years;Successful hedonists;1 - 10 PCT;5;2;3;5;1;4;1;4;4;3;5;1;2;1;0;6;1;1;3;2;4;1;1;1;8;5;1;3;5;4;1;4;2;4;1;6;6;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5134;Stable family;1;3;30-40 years;Average Family;0 PCT;6;2;1;7;0;2;0;3;6;3;6;1;3;1;0;4;3;1;2;2;3;3;0;1;8;7;2;0;5;4;2;4;3;2;0;5;8;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5135;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;6;1;3;7;0;2;1;3;6;1;2;7;1;0;1;3;3;4;1;2;1;6;1;1;8;8;0;1;8;1;0;2;7;0;0;4;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5136;Couples with teens 'Married with children';1;3;40-50 years;Family with grown ups;0 PCT;7;0;2;6;0;3;3;2;4;3;3;4;3;0;2;0;3;2;3;0;2;5;0;2;7;3;0;6;7;2;3;4;2;2;0;4;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5137;Middle class families;1;2;50-60 years;Driven Growers;1 - 10 PCT;4;2;4;5;2;3;0;6;3;6;3;0;0;0;0;6;3;0;0;6;0;3;0;0;9;6;1;2;7;2;0;0;9;0;0;4;7;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
5138;Family starters;1;3;30-40 years;Average Family;1 - 10 PCT;3;1;5;5;3;3;2;4;3;4;5;1;4;0;0;5;0;1;2;3;2;3;1;4;5;7;1;2;5;4;1;3;3;2;1;6;7;f 50 – 99;0;0;6;0;0;0;0;0;0;0;6;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
5139;Low income catholics;1;4;30-40 years;Retired and Religeous;0 PCT;9;0;0;5;0;4;1;3;6;0;2;7;0;0;0;1;4;5;0;0;3;6;1;8;1;7;0;2;5;4;1;8;1;0;0;3;1;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5140;Very Important Provincials;1;2;60-70 years;Successful hedonists;0 PCT;9;0;0;9;0;0;0;7;2;6;3;0;6;2;0;2;0;0;7;2;0;0;0;0;9;9;0;0;0;9;2;3;3;2;1;5;6;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5141;Young and rising;1;2;40-50 years;Living well;24 - 36 PCT;2;1;3;5;2;2;2;5;2;2;4;4;2;2;0;2;3;1;3;2;0;4;0;6;3;7;0;2;6;3;5;0;0;4;0;5;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5142;Traditional families;1;3;40-50 years;Conservative families;0 PCT;3;0;6;7;0;2;0;4;5;0;0;9;0;0;0;0;5;4;0;0;0;6;3;5;4;5;3;3;9;0;4;5;0;0;0;2;3;f 0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5143;Middle class families;1;3;40-50 years;Driven Growers;1 - 10 PCT;4;1;4;7;2;1;0;3;6;2;5;2;5;1;0;3;1;1;3;2;3;1;1;1;8;6;0;3;4;5;1;1;6;2;1;6;7;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5144;Village families;1;2;50-60 years;Family with grown ups;11 - 23 PCT;5;1;2;8;0;1;2;5;3;1;5;4;2;0;0;3;3;3;1;1;5;4;0;8;1;8;1;1;4;5;2;5;2;0;0;3;5;f 50 – 99;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
5145;Traditional families;1;2;40-50 years;Conservative families;1 - 10 PCT;4;1;4;6;2;3;3;4;3;1;4;5;1;1;0;3;2;4;1;2;2;5;1;5;4;6;1;3;7;2;3;4;3;1;0;3;4;f 50 – 99;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5146;Large religous families;1;2;60-70 years;Conservative families;0 PCT;5;4;0;0;0;9;7;0;2;0;0;9;0;0;0;0;6;3;0;0;0;6;3;7;2;7;1;2;7;2;7;2;0;0;0;1;5;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5147;Porchless seniors: no front yard;1;2;40-50 years;Retired and Religeous;1 - 10 PCT;6;0;3;3;2;5;4;2;3;1;4;5;3;0;0;4;2;2;1;2;4;3;2;3;6;5;1;3;7;2;3;2;3;2;1;5;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5148;Large religous families;1;2;60-70 years;Conservative families;0 PCT;5;4;0;0;0;9;7;0;2;0;0;9;0;0;0;0;6;3;0;0;0;6;3;7;2;7;1;2;7;2;7;2;0;0;0;1;5;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5149;Lower class large families;1;3;30-40 years;Family with grown ups;0 PCT;4;2;4;8;1;0;0;2;7;0;3;6;0;0;0;4;3;3;0;1;3;6;0;3;6;6;3;0;9;0;2;5;2;2;0;4;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5150;Mixed small town dwellers;1;3;40-50 years;Family with grown ups;11 - 23 PCT;7;0;0;7;1;2;1;3;5;0;4;5;2;1;0;3;2;3;1;3;2;4;1;0;9;6;2;2;5;4;0;5;3;1;0;4;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
5151;Lower class large families;1;3;40-50 years;Family with grown ups;24 - 36 PCT;4;2;2;9;0;0;1;2;7;1;3;6;1;0;0;3;3;3;1;2;3;5;0;0;9;7;2;0;9;0;0;2;7;1;0;4;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5152;Lower class large families;2;2;40-50 years;Family with grown ups;0 PCT;7;1;2;5;1;4;4;1;5;0;2;7;0;0;1;2;6;1;0;2;1;7;1;8;1;5;1;4;8;1;5;3;2;0;0;3;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5153;Middle class families;2;2;40-50 years;Driven Growers;11 - 23 PCT;2;0;5;7;0;2;2;5;3;5;3;1;2;2;0;4;3;1;4;2;2;3;0;0;9;9;0;0;4;5;0;1;4;4;1;7;7;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5154;Career and childcare;2;3;30-40 years;Driven Growers;11 - 23 PCT;5;0;3;9;0;0;3;3;4;7;2;0;9;0;0;0;0;0;0;6;3;0;0;0;9;7;2;0;2;7;3;6;0;0;0;3;8;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5155;Village families;1;2;50-60 years;Family with grown ups;0 PCT;4;0;5;3;0;6;5;2;2;1;2;7;0;0;2;2;3;4;0;1;4;5;1;2;7;5;1;4;7;2;1;4;5;0;0;4;5;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
5156;Mixed rurals;1;3;40-50 years;Farmers;1 - 10 PCT;5;0;4;7;0;2;2;2;5;1;3;6;0;1;3;2;3;2;2;2;1;6;0;4;5;4;5;0;2;7;2;5;0;2;0;4;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5157;Very Important Provincials;1;2;50-60 years;Successful hedonists;0 PCT;5;2;2;7;0;2;2;5;3;0;0;9;0;0;0;2;7;0;0;0;0;9;0;5;4;9;0;0;9;0;5;4;0;0;0;3;6;f 0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5158;Young low educated ;2;2;30-40 years;Living well;1 - 10 PCT;3;2;4;2;4;3;3;3;3;2;5;3;2;0;0;5;3;0;2;1;4;4;0;5;4;7;0;2;9;0;5;3;2;0;0;3;2;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5159;Young low educated ;1;2;20-30 years;Living well;0 PCT;3;2;4;4;2;4;4;5;1;1;6;3;0;0;0;6;1;3;0;4;3;3;0;9;0;5;0;4;8;1;7;1;1;0;0;2;2;f 50 – 99;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
5160;Young low educated ;1;2;40-50 years;Living well;0 PCT;2;2;5;5;2;3;4;4;2;3;5;2;2;1;2;6;1;1;3;4;1;2;0;8;1;4;2;4;8;1;2;5;1;3;0;4;2;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5161;Career and childcare;1;3;40-50 years;Driven Growers;1 - 10 PCT;5;2;3;7;1;2;0;2;7;4;4;2;5;1;0;3;1;1;5;1;2;2;1;1;8;7;0;2;4;5;2;2;4;2;1;5;8;f 50 – 99;0;0;5;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
5162;Religious elderly singles;1;2;50-60 years;Retired and Religeous;0 PCT;3;0;6;2;0;7;6;0;3;0;2;7;4;0;0;0;0;5;0;2;0;7;0;6;3;3;0;6;7;2;7;0;2;0;0;2;2;f 50 – 99;0;0;6;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
5163;Large religous families;1;2;30-40 years;Conservative families;1 - 10 PCT;4;1;4;2;2;5;5;3;1;1;4;4;2;0;0;2;2;4;2;1;2;5;1;7;2;6;0;3;7;2;4;3;2;1;0;3;5;f 50 – 99;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0
5164;Mixed seniors;2;2;50-60 years;Retired and Religeous;0 PCT;3;3;4;5;1;4;2;5;2;1;4;5;2;1;0;1;5;2;1;1;4;4;1;3;6;7;1;2;7;2;5;3;1;1;0;3;1;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5165;Stable family;1;4;40-50 years;Average Family;1 - 10 PCT;5;1;4;7;1;2;0;0;9;5;4;0;2;0;0;5;0;2;3;6;0;0;0;0;9;6;2;1;4;5;0;0;7;2;0;7;8;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5166;Young all american family;1;3;40-50 years;Average Family;0 PCT;3;0;6;7;0;2;2;2;6;2;5;3;1;0;0;6;0;2;1;2;4;3;0;6;3;5;1;3;8;1;2;6;2;0;0;3;6;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5167;Middle class families;1;4;40-50 years;Driven Growers;0 PCT;7;0;2;9;0;0;0;4;5;2;5;3;0;2;0;6;0;2;2;3;3;3;0;4;5;9;0;0;3;6;0;3;3;3;0;6;7;f 0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5168;Modern complete families;1;3;40-50 years;Average Family;0 PCT;1;3;5;7;0;2;2;2;6;0;3;6;2;1;0;1;5;1;2;2;0;5;1;9;0;5;2;3;7;2;3;4;2;0;0;3;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5169;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;5;1;3;7;1;2;2;3;4;2;3;4;3;1;1;2;2;3;3;1;3;3;1;2;7;7;2;1;5;4;2;4;3;1;1;4;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1
5170;Modern complete families;1;2;50-60 years;Average Family;0 PCT;5;3;2;4;1;4;4;2;4;1;4;4;1;1;0;5;2;1;1;2;3;4;1;9;0;5;0;4;5;4;3;4;4;0;0;4;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5171;Affluent young families;2;4;30-40 years;Average Family;11 - 23 PCT;4;2;2;9;0;0;0;0;8;2;4;4;2;0;0;7;1;0;0;3;4;3;0;2;7;9;0;0;9;0;0;0;4;5;0;8;7;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
5172;Lower class large families;1;4;30-40 years;Family with grown ups;0 PCT;3;1;5;6;1;3;0;0;9;0;5;4;0;0;0;0;4;5;0;0;5;4;0;9;0;5;1;3;7;2;9;0;0;0;0;2;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5173;High Income expensive child;1;4;40-50 years;Successful hedonists;1 - 10 PCT;5;1;3;6;1;2;0;2;7;8;1;1;6;0;0;2;2;1;5;3;2;1;0;0;9;7;2;1;5;4;0;1;4;5;1;7;8;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5174;Young all american family;1;3;30-40 years;Average Family;37 - 49 PCT;0;0;5;5;4;0;0;6;3;6;2;2;6;0;0;2;2;1;6;2;0;2;0;0;9;7;2;0;2;7;0;3;3;4;1;6;6;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5175;Lower class large families;1;3;30-40 years;Family with grown ups;0 PCT;4;2;4;8;1;0;0;2;7;0;3;6;0;0;0;4;3;3;0;1;3;6;0;3;6;6;3;0;9;0;2;5;2;2;0;4;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5176;Modern complete families;1;3;40-50 years;Average Family;1 - 10 PCT;4;1;5;7;1;1;0;4;5;0;6;3;1;1;0;4;2;3;0;0;4;3;3;0;9;6;2;2;8;1;0;6;0;3;0;5;4;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
5177;Lower class large families;1;2;50-60 years;Family with grown ups;0 PCT;9;0;0;9;0;0;0;5;4;0;5;4;0;0;0;2;6;2;0;0;2;7;0;3;6;5;0;4;9;0;5;3;0;2;0;4;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5178;Mixed apartment dwellers;1;3;40-50 years;Living well;0 PCT;6;1;2;7;1;2;1;4;4;1;2;6;1;0;1;3;2;4;1;1;2;6;1;5;4;5;2;3;6;3;2;5;2;1;0;3;2;f 0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
